Protein accession,Locus tag,FC,Description,Name,evalue,score,COG_category,Preferred_name,KEGG_ko,PFAMs,Pathway_name,Strain
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Drug metabolism - other enzymes,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Metabolic pathways,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Platinum drug resistance,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Longevity regulating pathway - worm,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Pathways in cancer,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Chemical carcinogenesis - DNA adducts,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Chemical carcinogenesis - receptor activation,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Chemical carcinogenesis - reactive oxygen species,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Hepatocellular carcinoma,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Fluid shear stress and atherosclerosis,Ab ATCC 19606
QXV71223.1,HTZ92_3298,1.328620385,Catalyzes the conversion of L-lactate to pyruvate. Is coupled to the respiratory chain,alpha-hydroxy-acid oxidizing enzyme,5.04E-279,762,C,lldD,K00101,FMN_dh,Pyruvate metabolism,Ab ATCC 19606
QXV71223.1,HTZ92_3298,1.328620385,Catalyzes the conversion of L-lactate to pyruvate. Is coupled to the respiratory chain,alpha-hydroxy-acid oxidizing enzyme,5.04E-279,762,C,lldD,K00101,FMN_dh, Metabolic pathways,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.201413534,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV",Fructose and mannose metabolism,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.201413534,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Amino sugar and nucleotide sugar metabolism,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.201413534,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Metabolic pathways,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.201413534,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.201413534,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Biosynthesis of nucleotide sugars,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.201413534,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Glycolysis / Gluconeogenesis,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.201413534,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Pentose phosphate pathway,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.201413534,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Galactose metabolism,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.201413534,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Purine metabolism,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.201413534,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Starch and sucrose metabolism,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.201413534,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Streptomycin biosynthesis,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.201413534,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV71250.1,HTZ92_3325,2.413757437,Belongs to the NadC ModD family,nicotinate-nucleotide pyrophosphorylase,3.28E-194,539,H,nadC,K00767,"QRPTase_C,QRPTase_N",Nicotinate and nicotinamide metabolism,Ab ATCC 19606
QXV71250.1,HTZ92_3325,2.413757437,Belongs to the NadC ModD family,nicotinate-nucleotide pyrophosphorylase,3.28E-194,539,H,nadC,K00767,"QRPTase_C,QRPTase_N", Metabolic pathways,Ab ATCC 19606
QXV71250.1,HTZ92_3325,2.413757437,Belongs to the NadC ModD family,nicotinate-nucleotide pyrophosphorylase,3.28E-194,539,H,nadC,K00767,"QRPTase_C,QRPTase_N", Biosynthesis of cofactors,Ab ATCC 19606
QXV71305.1,HTZ92_3380,2.928610426,Thiol disulfide interchange protein,DSBA oxidoreductase,6.44E-145,408,O,dsbA,K03673,DSBA,Cationic antimicrobial peptide (CAMP) resistance,Ab ATCC 19606
QXV71311.1,HTZ92_3386,2.948081685,Belongs to the acetyltransferase family. ArgA subfamily,N-acetylglutamate synthase,0,906,E,argA,K14682,"AA_kinase,Acetyltransf_1",Arginine biosynthesis,Ab ATCC 19606
QXV71311.1,HTZ92_3386,2.948081685,Belongs to the acetyltransferase family. ArgA subfamily,N-acetylglutamate synthase,0,906,E,argA,K14682,"AA_kinase,Acetyltransf_1", Metabolic pathways,Ab ATCC 19606
QXV71311.1,HTZ92_3386,2.948081685,Belongs to the acetyltransferase family. ArgA subfamily,N-acetylglutamate synthase,0,906,E,argA,K14682,"AA_kinase,Acetyltransf_1", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71311.1,HTZ92_3386,2.948081685,Belongs to the acetyltransferase family. ArgA subfamily,N-acetylglutamate synthase,0,906,E,argA,K14682,"AA_kinase,Acetyltransf_1", 2-Oxocarboxylic acid metabolism,Ab ATCC 19606
QXV71311.1,HTZ92_3386,2.948081685,Belongs to the acetyltransferase family. ArgA subfamily,N-acetylglutamate synthase,0,906,E,argA,K14682,"AA_kinase,Acetyltransf_1", Biosynthesis of amino acids,Ab ATCC 19606
QXV71337.1,HTZ92_3412,1.619550148,Lytic murein transglycosylase,lytic transglycosylase,0,856,M,-,"K01792,K08305","Aldose_epim,PG_binding_1,SLT_2",Glycolysis / Gluconeogenesis,Ab ATCC 19606
QXV71337.1,HTZ92_3412,1.619550148,Lytic murein transglycosylase,lytic transglycosylase,0,856,M,-,"K01792,K08305","Aldose_epim,PG_binding_1,SLT_2", Metabolic pathways,Ab ATCC 19606
QXV71337.1,HTZ92_3412,1.619550148,Lytic murein transglycosylase,lytic transglycosylase,0,856,M,-,"K01792,K08305","Aldose_epim,PG_binding_1,SLT_2", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71337.1,HTZ92_3412,1.619550148,Lytic murein transglycosylase,lytic transglycosylase,0,856,M,-,"K01792,K08305","Aldose_epim,PG_binding_1,SLT_2", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV71388.1,HTZ92_3463,1.080934806,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,RND efflux transporter,0,1978,V,-,"K18138,K18303",ACR_tran,beta-Lactam resistance,Ab ATCC 19606
QXV71388.1,HTZ92_3463,1.080934806,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,RND efflux transporter,0,1978,V,-,"K18138,K18303",ACR_tran, Cationic antimicrobial peptide (CAMP) resistance,Ab ATCC 19606
QXV71439.1,HTZ92_3514,1.038113549,"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source",glutamine--fructose-6-phosphate aminotransferase,0,1162,M,glmS,K00820,"GATase_6,SIS","Alanine, aspartate and glutamate metabolism",Ab ATCC 19606
QXV71439.1,HTZ92_3514,1.038113549,"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source",glutamine--fructose-6-phosphate aminotransferase,0,1162,M,glmS,K00820,"GATase_6,SIS", Amino sugar and nucleotide sugar metabolism,Ab ATCC 19606
QXV71439.1,HTZ92_3514,1.038113549,"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source",glutamine--fructose-6-phosphate aminotransferase,0,1162,M,glmS,K00820,"GATase_6,SIS", Metabolic pathways,Ab ATCC 19606
QXV71439.1,HTZ92_3514,1.038113549,"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source",glutamine--fructose-6-phosphate aminotransferase,0,1162,M,glmS,K00820,"GATase_6,SIS", Biosynthesis of nucleotide sugars,Ab ATCC 19606
QXV71439.1,HTZ92_3514,1.038113549,"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source",glutamine--fructose-6-phosphate aminotransferase,0,1162,M,glmS,K00820,"GATase_6,SIS", Insulin resistance,Ab ATCC 19606
QXV71439.1,HTZ92_3514,1.038113549,"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source",glutamine--fructose-6-phosphate aminotransferase,0,1162,M,glmS,K00820,"GATase_6,SIS", Diabetic cardiomyopathy,Ab ATCC 19606
QXV71440.1,HTZ92_3515,1.100571072,"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain",bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,0,882,M,glmU,K04042,"Hexapep,Hexapep_2,NTP_transf_3",Amino sugar and nucleotide sugar metabolism,Ab ATCC 19606
QXV71440.1,HTZ92_3515,1.100571072,"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain",bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,0,882,M,glmU,K04042,"Hexapep,Hexapep_2,NTP_transf_3", Biosynthesis of various nucleotide sugars,Ab ATCC 19606
QXV71440.1,HTZ92_3515,1.100571072,"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain",bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,0,882,M,glmU,K04042,"Hexapep,Hexapep_2,NTP_transf_3", Metabolic pathways,Ab ATCC 19606
QXV71440.1,HTZ92_3515,1.100571072,"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain",bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,0,882,M,glmU,K04042,"Hexapep,Hexapep_2,NTP_transf_3", Biosynthesis of nucleotide sugars,Ab ATCC 19606
QXV71441.1,HTZ92_3516,1.360768659,Lipid phosphatase which dephosphorylates phosphatidylglycerophosphate (PGP) to phosphatidylglycerol (PG),phosphatidylglycerophosphatase A,3.59E-123,350,I,pgpA,K01095,PgpA,Glycerophospholipid metabolism,Ab ATCC 19606
QXV71441.1,HTZ92_3516,1.360768659,Lipid phosphatase which dephosphorylates phosphatidylglycerophosphate (PGP) to phosphatidylglycerol (PG),phosphatidylglycerophosphatase A,3.59E-123,350,I,pgpA,K01095,PgpA, Metabolic pathways,Ab ATCC 19606
QXV71527.1,HTZ92_3604,1.415326973,Flavodoxin-like fold,FMN reductase,1.32E-166,466,S,msuE,K00299,FMN_red,Riboflavin metabolism,Ab ATCC 19606
QXV71527.1,HTZ92_3604,1.415326973,Flavodoxin-like fold,FMN reductase,1.32E-166,466,S,msuE,K00299,FMN_red, Sulfur metabolism,Ab ATCC 19606
QXV71527.1,HTZ92_3604,1.415326973,Flavodoxin-like fold,FMN reductase,1.32E-166,466,S,msuE,K00299,FMN_red, Metabolic pathways,Ab ATCC 19606
QXV71527.1,HTZ92_3604,1.415326973,Flavodoxin-like fold,FMN reductase,1.32E-166,466,S,msuE,K00299,FMN_red, Microbial metabolism in diverse environments,Ab ATCC 19606
