Protein accession,Locus tag,FC,Description,Name,evalue,score,COG_category,Preferred_name,KEGG_ko,PFAMs,Pathway_name,Strain 
QXV70831.1,HTZ92_2906,1.083995733,Belongs to the IlvD Edd family,phosphogluconate dehydratase,0,1221,EG,edd,K01690,ILVD_EDD,Pentose phosphate pathway,Ab ATCC 19606
QXV70831.1,HTZ92_2906,1.083995733,Belongs to the IlvD Edd family,phosphogluconate dehydratase,0,1221,EG,edd,K01690,ILVD_EDD, Metabolic pathways,Ab ATCC 19606
QXV70831.1,HTZ92_2906,1.083995733,Belongs to the IlvD Edd family,phosphogluconate dehydratase,0,1221,EG,edd,K01690,ILVD_EDD, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70831.1,HTZ92_2906,1.083995733,Belongs to the IlvD Edd family,phosphogluconate dehydratase,0,1221,EG,edd,K01690,ILVD_EDD, Carbon metabolism,Ab ATCC 19606
QXV70916.1,HTZ92_2991,1.01738572,"Accelerates the degradation of transcripts by removing pyrophosphate from the 5'-end of triphosphorylated RNA, leading to a more labile monophosphorylated state that can stimulate subsequent ribonuclease cleavage",RNA pyrophosphohydrolase,4.80E-123,349,L,nudH,K08311,NUDIX,RNA degradation,Ab ATCC 19606
QXV70918.1,HTZ92_2993,1.289583287,Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity,catalase peroxidase,0,1450,P,katG,K03782,peroxidase,Phenylalanine metabolism,Ab ATCC 19606
QXV70918.1,HTZ92_2993,1.289583287,Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity,catalase peroxidase,0,1450,P,katG,K03782,peroxidase, Tryptophan metabolism,Ab ATCC 19606
QXV70918.1,HTZ92_2993,1.289583287,Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity,catalase peroxidase,0,1450,P,katG,K03782,peroxidase, Phenylpropanoid biosynthesis,Ab ATCC 19606
QXV70918.1,HTZ92_2993,1.289583287,Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity,catalase peroxidase,0,1450,P,katG,K03782,peroxidase, Drug metabolism - other enzymes,Ab ATCC 19606
QXV70918.1,HTZ92_2993,1.289583287,Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity,catalase peroxidase,0,1450,P,katG,K03782,peroxidase, Metabolic pathways,Ab ATCC 19606
QXV70918.1,HTZ92_2993,1.289583287,Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity,catalase peroxidase,0,1450,P,katG,K03782,peroxidase, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70927.1,HTZ92_3002,1.167136495,AMP-binding enzyme C-terminal domain,long-chain acyl-CoA synthetase,0,1239,IQ,-,"K02182,K13776","AMP-binding,AMP-binding_C","Pinene, camphor and geraniol degradation",Ab ATCC 19606
QXV70927.1,HTZ92_3002,1.167136495,AMP-binding enzyme C-terminal domain,long-chain acyl-CoA synthetase,0,1239,IQ,-,"K02182,K13776","AMP-binding,AMP-binding_C", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70936.1,HTZ92_3011,1.59389621,Ribosomal protein L31,50S ribosomal protein L31,9.64E-55,171,J,rpmE2,K02909,Ribosomal_L31,Ribosome,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1",Fatty acid degradation,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1"," Valine, leucine and isoleucine degradation",Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Lysine degradation,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Benzoate degradation,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Tryptophan metabolism,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", beta-Alanine metabolism,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Propanoate metabolism,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Butanoate metabolism,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1"," Pinene, camphor and geraniol degradation",Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Caprolactam degradation,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Metabolic pathways,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Carbon metabolism,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.611188307,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Fatty acid metabolism,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.803055372,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N",Fatty acid degradation,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.803055372,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N"," Valine, leucine and isoleucine degradation",Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.803055372,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", Benzoate degradation,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.803055372,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", alpha-Linolenic acid metabolism,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.803055372,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", Ethylbenzene degradation,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.803055372,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N"," Pinene, camphor and geraniol degradation",Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.803055372,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", Metabolic pathways,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.803055372,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.803055372,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.803055372,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", Fatty acid metabolism,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90",Protein processing in endoplasmic reticulum,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", PI3K-Akt signaling pathway,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", Necroptosis,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", Antigen processing and presentation,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", NOD-like receptor signaling pathway,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", Plant-pathogen interaction,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", IL-17 signaling pathway,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", Th17 cell differentiation,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", Progesterone-mediated oocyte maturation,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", Estrogen signaling pathway,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", Salmonella infection,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", Pathways in cancer,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", Chemical carcinogenesis - receptor activation,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", Prostate cancer,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", Lipid and atherosclerosis,Ab ATCC 19606
QXV71024.1,HTZ92_3099,1.41183909,Molecular chaperone. Has ATPase activity,molecular chaperone HtpG,0,1241,O,htpG,K04079,"HATPase_c,HATPase_c_3,HSP90", Fluid shear stress and atherosclerosis,Ab ATCC 19606
QXV71110.1,HTZ92_3185,2.826997228,Belongs to the LOG family,putative lysine decarboxylase,3.72E-145,409,S,-,K06966,Lysine_decarbox,Purine metabolism,Ab ATCC 19606
QXV71110.1,HTZ92_3185,2.826997228,Belongs to the LOG family,putative lysine decarboxylase,3.72E-145,409,S,-,K06966,Lysine_decarbox, Pyrimidine metabolism,Ab ATCC 19606
QXV71110.1,HTZ92_3185,2.826997228,Belongs to the LOG family,putative lysine decarboxylase,3.72E-145,409,S,-,K06966,Lysine_decarbox, Metabolic pathways,Ab ATCC 19606
QXV71110.1,HTZ92_3185,2.826997228,Belongs to the LOG family,putative lysine decarboxylase,3.72E-145,409,S,-,K06966,Lysine_decarbox, Nucleotide metabolism,Ab ATCC 19606
QXV71137.1,HTZ92_3212,1.587707573,Glutathione peroxidase,glutathione peroxidase,8.68E-129,365,O,btuE,K00432,GSHPx,Glutathione metabolism,Ab ATCC 19606
QXV71137.1,HTZ92_3212,1.587707573,Glutathione peroxidase,glutathione peroxidase,8.68E-129,365,O,btuE,K00432,GSHPx, Metabolic pathways,Ab ATCC 19606
QXV71137.1,HTZ92_3212,1.587707573,Glutathione peroxidase,glutathione peroxidase,8.68E-129,365,O,btuE,K00432,GSHPx, Thyroid hormone synthesis,Ab ATCC 19606
QXV71137.1,HTZ92_3212,1.587707573,Glutathione peroxidase,glutathione peroxidase,8.68E-129,365,O,btuE,K00432,GSHPx, Amyotrophic lateral sclerosis,Ab ATCC 19606
QXV71137.1,HTZ92_3212,1.587707573,Glutathione peroxidase,glutathione peroxidase,8.68E-129,365,O,btuE,K00432,GSHPx, Huntington disease,Ab ATCC 19606
QXV71137.1,HTZ92_3212,1.587707573,Glutathione peroxidase,glutathione peroxidase,8.68E-129,365,O,btuE,K00432,GSHPx, Pathways of neurodegeneration - multiple diseases,Ab ATCC 19606
QXV71154.1,HTZ92_3229,1.115495521,malate dehydrogenase (decarboxylating) (NAD+) activity,NAD-dependent malic enzyme,0,1130,C,maeA,"K00027,K00029","Malic_M,malic",Pyruvate metabolism,Ab ATCC 19606
QXV71154.1,HTZ92_3229,1.115495521,malate dehydrogenase (decarboxylating) (NAD+) activity,NAD-dependent malic enzyme,0,1130,C,maeA,"K00027,K00029","Malic_M,malic", Carbon metabolism,Ab ATCC 19606
QXV71154.1,HTZ92_3229,1.115495521,malate dehydrogenase (decarboxylating) (NAD+) activity,NAD-dependent malic enzyme,0,1130,C,maeA,"K00027,K00029","Malic_M,malic", Two-component system,Ab ATCC 19606
QXV71154.1,HTZ92_3229,1.115495521,malate dehydrogenase (decarboxylating) (NAD+) activity,NAD-dependent malic enzyme,0,1130,C,maeA,"K00027,K00029","Malic_M,malic", Carbon fixation by Calvin cycle,Ab ATCC 19606
QXV71154.1,HTZ92_3229,1.115495521,malate dehydrogenase (decarboxylating) (NAD+) activity,NAD-dependent malic enzyme,0,1130,C,maeA,"K00027,K00029","Malic_M,malic", Metabolic pathways,Ab ATCC 19606
QXV71154.1,HTZ92_3229,1.115495521,malate dehydrogenase (decarboxylating) (NAD+) activity,NAD-dependent malic enzyme,0,1130,C,maeA,"K00027,K00029","Malic_M,malic", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV71154.1,HTZ92_3229,1.115495521,malate dehydrogenase (decarboxylating) (NAD+) activity,NAD-dependent malic enzyme,0,1130,C,maeA,"K00027,K00029","Malic_M,malic", PPAR signaling pathway,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N",Glutathione metabolism,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Metabolism of xenobiotics by cytochrome P450,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Drug metabolism - cytochrome P450,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Drug metabolism - other enzymes,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Metabolic pathways,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Platinum drug resistance,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Longevity regulating pathway - worm,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Pathways in cancer,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Chemical carcinogenesis - DNA adducts,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Chemical carcinogenesis - receptor activation,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Chemical carcinogenesis - reactive oxygen species,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Hepatocellular carcinoma,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.165649566,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Fluid shear stress and atherosclerosis,Ab ATCC 19606
QXV71217.1,HTZ92_3292,1.418464284,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,AcnM,0,1722,C,acnD,"K01681,K20455","Aconitase,Aconitase_C",Citrate cycle (TCA cycle),Ab ATCC 19606
QXV71217.1,HTZ92_3292,1.418464284,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,AcnM,0,1722,C,acnD,"K01681,K20455","Aconitase,Aconitase_C", Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV71217.1,HTZ92_3292,1.418464284,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,AcnM,0,1722,C,acnD,"K01681,K20455","Aconitase,Aconitase_C", Other carbon fixation pathways,Ab ATCC 19606
QXV71217.1,HTZ92_3292,1.418464284,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,AcnM,0,1722,C,acnD,"K01681,K20455","Aconitase,Aconitase_C", Metabolic pathways,Ab ATCC 19606
QXV71217.1,HTZ92_3292,1.418464284,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,AcnM,0,1722,C,acnD,"K01681,K20455","Aconitase,Aconitase_C", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71217.1,HTZ92_3292,1.418464284,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,AcnM,0,1722,C,acnD,"K01681,K20455","Aconitase,Aconitase_C", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV71217.1,HTZ92_3292,1.418464284,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,AcnM,0,1722,C,acnD,"K01681,K20455","Aconitase,Aconitase_C", Carbon metabolism,Ab ATCC 19606
QXV71217.1,HTZ92_3292,1.418464284,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,AcnM,0,1722,C,acnD,"K01681,K20455","Aconitase,Aconitase_C", 2-Oxocarboxylic acid metabolism,Ab ATCC 19606
QXV71217.1,HTZ92_3292,1.418464284,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,AcnM,0,1722,C,acnD,"K01681,K20455","Aconitase,Aconitase_C", Biosynthesis of amino acids,Ab ATCC 19606
QXV71217.1,HTZ92_3292,1.418464284,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,AcnM,0,1722,C,acnD,"K01681,K20455","Aconitase,Aconitase_C", Propanoate metabolism,Ab ATCC 19606
QXV71218.1,HTZ92_3293,1.169321355,Belongs to the citrate synthase family,methylcitrate synthase,3.18E-283,773,C,prpC,K01659,Citrate_synt,Citrate cycle (TCA cycle),Ab ATCC 19606
QXV71218.1,HTZ92_3293,1.169321355,Belongs to the citrate synthase family,methylcitrate synthase,3.18E-283,773,C,prpC,K01659,Citrate_synt, Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV71218.1,HTZ92_3293,1.169321355,Belongs to the citrate synthase family,methylcitrate synthase,3.18E-283,773,C,prpC,K01659,Citrate_synt, Propanoate metabolism,Ab ATCC 19606
QXV71218.1,HTZ92_3293,1.169321355,Belongs to the citrate synthase family,methylcitrate synthase,3.18E-283,773,C,prpC,K01659,Citrate_synt, Metabolic pathways,Ab ATCC 19606
QXV71218.1,HTZ92_3293,1.169321355,Belongs to the citrate synthase family,methylcitrate synthase,3.18E-283,773,C,prpC,K01659,Citrate_synt, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71218.1,HTZ92_3293,1.169321355,Belongs to the citrate synthase family,methylcitrate synthase,3.18E-283,773,C,prpC,K01659,Citrate_synt, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV71218.1,HTZ92_3293,1.169321355,Belongs to the citrate synthase family,methylcitrate synthase,3.18E-283,773,C,prpC,K01659,Citrate_synt, Carbon metabolism,Ab ATCC 19606
QXV71218.1,HTZ92_3293,1.169321355,Belongs to the citrate synthase family,methylcitrate synthase,3.18E-283,773,C,prpC,K01659,Citrate_synt, 2-Oxocarboxylic acid metabolism,Ab ATCC 19606
QXV71218.1,HTZ92_3293,1.169321355,Belongs to the citrate synthase family,methylcitrate synthase,3.18E-283,773,C,prpC,K01659,Citrate_synt, Biosynthesis of amino acids,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.479688452,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV",Fructose and mannose metabolism,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.479688452,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Amino sugar and nucleotide sugar metabolism,Ab ATCC 19606
